model,query,run,rows,latency
gpt-5-nano,For which diseases is darolutamide used?,1,1,8.41547173820436
gpt-5-nano,For which diseases is darolutamide used?,2,1,10.30395414866507
gpt-5-nano,For which diseases is darolutamide used?,3,1,9.003505012020469
gpt-5-nano,For which diseases is darolutamide used?,4,1,8.77251029200852
gpt-5-nano,For which diseases is darolutamide used?,5,1,6.953242935240269
gpt-5-nano,Which genes are associated with renal cell carcinoma?,1,8,17.97986781783402
gpt-5-nano,Which genes are associated with renal cell carcinoma?,2,7,16.80595539137721
gpt-5-nano,Which genes are associated with renal cell carcinoma?,3,8,21.23712150938809
gpt-5-nano,Which genes are associated with renal cell carcinoma?,4,4,14.590477200224996
gpt-5-nano,Which genes are associated with renal cell carcinoma?,5,8,28.823218449950218
gpt-5-nano,Which diseases are associated with the KRAS gene?,1,6,22.045771161094308
gpt-5-nano,Which diseases are associated with the KRAS gene?,2,6,18.17092033289373
gpt-5-nano,Which diseases are associated with the KRAS gene?,3,5,17.147574143484235
gpt-5-nano,Which diseases are associated with the KRAS gene?,4,5,25.42700047045946
gpt-5-nano,Which diseases are associated with the KRAS gene?,5,7,23.84375228919089
gpt-5-nano,Which pathways are associated with the APP gene?,1,1,22.53373515792191
gpt-5-nano,Which pathways are associated with the APP gene?,2,1,27.867350870743394
gpt-5-nano,Which pathways are associated with the APP gene?,3,1,18.2137431204319
gpt-5-nano,Which pathways are associated with the APP gene?,4,1,16.537454115226865
gpt-5-nano,Which pathways are associated with the APP gene?,5,1,18.86520440131426
gpt-5-nano,Which genes are associated with schizophrenia?,1,9,21.477581622079015
gpt-5-nano,Which genes are associated with schizophrenia?,2,14,18.414606984704733
gpt-5-nano,Which genes are associated with schizophrenia?,3,10,21.142429819330573
gpt-5-nano,Which genes are associated with schizophrenia?,4,1,13.565843224525452
gpt-5-nano,Which genes are associated with schizophrenia?,5,10,22.82638682425022
gpt-5-nano,Which diseases are treated with valdecoxib?,1,2,14.793718913570046
gpt-5-nano,Which diseases are treated with valdecoxib?,2,2,13.574897896498442
gpt-5-nano,Which diseases are treated with valdecoxib?,3,2,22.011059107258916
gpt-5-nano,Which diseases are treated with valdecoxib?,4,2,11.063410844653845
gpt-5-nano,Which diseases are treated with valdecoxib?,5,1,13.445385850965977
gpt-5-nano,What are the known targets of vandetanib?,1,4,14.319449350237846
gpt-5-nano,What are the known targets of vandetanib?,2,4,15.822119109332561
gpt-5-nano,What are the known targets of vandetanib?,3,4,12.153947412967682
gpt-5-nano,What are the known targets of vandetanib?,4,3,7.2247946336865425
gpt-5-nano,What are the known targets of vandetanib?,5,3,7.762835364788771
gpt-5-nano,Which pathways are associated with the CFTR gene?,1,1,12.091114303097129
gpt-5-nano,Which pathways are associated with the CFTR gene?,2,1,21.053552137687802
gpt-5-nano,Which pathways are associated with the CFTR gene?,3,1,17.003722105175257
gpt-5-nano,Which drugs are used to treat tuberculosis?,1,15,20.446791434660554
gpt-5-nano,Which drugs are used to treat tuberculosis?,2,4,14.66450485959649
gpt-5-nano,Which drugs are used to treat tuberculosis?,3,4,11.403671719133854
gpt-5-nano,Which drugs are used to treat tuberculosis?,4,4,14.492282515391707
gpt-5-nano,Which drugs are used to treat tuberculosis?,5,4,8.352873720228672
gpt-5-nano,Which drugs are used to treat pancreatic adenocarcinoma?,1,7,27.339432891458273
gpt-5-nano,Which drugs are used to treat pancreatic adenocarcinoma?,3,5,24.68897152505815
gpt-5-nano,Which drugs are used to treat pancreatic adenocarcinoma?,5,8,26.518651558086276
gpt-5-nano,Which drugs are used to treat chronic myeloid leukemia?,1,6,13.528140710666776
gpt-5-nano,Which drugs are used to treat chronic myeloid leukemia?,2,5,7.930157110095024
gpt-5-nano,Which drugs are used to treat chronic myeloid leukemia?,3,6,15.654040282592177
gpt-5-nano,Which drugs are used to treat chronic myeloid leukemia?,4,6,9.936096750199795
gpt-5-nano,Which drugs are used to treat chronic myeloid leukemia?,5,6,12.399898957461119
gpt-5-nano,Which drugs are used to treat Parkinson’s disease?,1,15,21.81837203912437
gpt-5-nano,Which drugs are used to treat Parkinson’s disease?,2,15,26.04435065202415
gpt-5-nano,Which drugs are used to treat Parkinson’s disease?,3,16,25.577929563820362
gpt-5-nano,Which drugs are used to treat Parkinson’s disease?,4,15,23.872898433357477
gpt-5-nano,Which drugs are used to treat Parkinson’s disease?,5,14,23.794207267463207
gpt-5-nano,Which drugs are used to treat inflammatory bowel disease?,1,16,28.04552460089326
gpt-5-nano,Which drugs are used to treat inflammatory bowel disease?,2,18,29.707142440602183
gpt-5-nano,Which drugs are used to treat inflammatory bowel disease?,3,16,26.24952146038413
gpt-5-nano,Which drugs are used to treat inflammatory bowel disease?,4,13,27.320117954164743
gpt-5-nano,Which drugs are used to treat inflammatory bowel disease?,5,14,28.161584677174687
gpt-5-nano,Which targets are acted on by imatinib?,1,5,12.984735127538443
gpt-5-nano,Which targets are acted on by imatinib?,2,5,8.896307170391083
gpt-5-nano,Which targets are acted on by imatinib?,3,4,12.689251584932208
gpt-5-nano,Which targets are acted on by imatinib?,4,4,11.25234217569232
gpt-5-nano,Which targets are acted on by imatinib?,5,4,8.210389656946063
gpt-5-nano,Which biological targets does sorafenib interact with?,1,8,11.63403682783246
gpt-5-nano,Which biological targets does sorafenib interact with?,2,9,11.537174347788095
gpt-5-nano,Which biological targets does sorafenib interact with?,3,8,19.26243667677045
gpt-5-nano,Which biological targets does sorafenib interact with?,4,8,21.883022125810385
gpt-5-nano,Which biological targets does sorafenib interact with?,5,7,20.35228441655636
gpt-5-nano,Which biological targets does tofacitinib interact with?,1,2,8.795410979539156
gpt-5-nano,Which biological targets does tofacitinib interact with?,2,3,13.668052319437265
gpt-5-nano,Which biological targets does tofacitinib interact with?,3,2,14.112331476062536
gpt-5-nano,Which biological targets does tofacitinib interact with?,4,2,9.495391683652997
gpt-5-nano,Which biological targets does tofacitinib interact with?,5,3,17.24880711361766
gpt-5-nano,Which drugs target EGFR?,1,12,19.220026303082705
gpt-5-nano,Which drugs target EGFR?,2,13,28.139465786516666
gpt-5-nano,Which drugs target EGFR?,3,14,22.119511228054762
gpt-5-nano,Which drugs target EGFR?,4,10,21.297291250899434
gpt-5-nano,Which drugs target EGFR?,5,12,25.223510526120663
gpt-5-nano,Which diseases are associated with TP53?,1,9,28.466628562659025
gpt-5-nano,Which diseases are associated with TP53?,2,6,17.31506189517677
gpt-5-nano,Which diseases are associated with TP53?,3,8,28.278115641325712
gpt-5-nano,Which diseases are associated with TP53?,4,9,20.588883319869637
gpt-5-nano,Which diseases are associated with TP53?,5,6,14.317205168306828
gpt-5-nano,Which diseases are associated with FGFR2?,1,9,23.862565284594893
gpt-5-nano,Which diseases are associated with FGFR2?,2,6,23.624321730807424
gpt-5-nano,Which diseases are associated with FGFR2?,3,7,25.525008549913764
gpt-5-nano,Which diseases are associated with FGFR2?,4,4,16.982306437566876
gpt-5-nano,Which diseases are associated with FGFR2?,5,6,27.0662934910506
gpt-5-nano,Which diseases are associated with HTT?,1,1,13.246937839314342
gpt-5-nano,Which diseases are associated with HTT?,2,1,13.034693859517574
gpt-5-nano,Which diseases are associated with HTT?,3,1,10.360205538570881
gpt-5-nano,Which diseases are associated with HTT?,4,1,11.769225167110562
gpt-5-nano,Which diseases are associated with HTT?,5,1,12.014190696179867
gpt-5-nano,Which genes are associated with breast cancer?,1,13,16.78794508241117
gpt-5-nano,Which genes are associated with breast cancer?,2,19,20.159993501380086
gpt-5-nano,Which genes are associated with breast cancer?,3,15,18.117107084020972
gpt-5-nano,Which genes are associated with breast cancer?,4,10,22.077151300385594
gpt-5-nano,Which genes are associated with breast cancer?,5,7,11.576464135199785
gpt-5-nano,Which genes are associated with colorectal cancer?,1,15,19.27388034760952
gpt-5-nano,Which genes are associated with colorectal cancer?,2,12,19.30487789027393
gpt-5-nano,Which genes are associated with colorectal cancer?,3,12,21.539730668067932
gpt-5-nano,Which genes are associated with colorectal cancer?,4,14,18.024172119796276
gpt-5-nano,Which genes are associated with colorectal cancer?,5,13,19.627500008791685
gpt-5-nano,Which genes are associated with cystic fibrosis?,1,1,12.575880272313952
gpt-5-nano,Which genes are associated with cystic fibrosis?,2,1,17.141628053039312
gpt-5-nano,Which genes are associated with cystic fibrosis?,3,1,13.96767695993185
gpt-5-nano,Which genes are associated with cystic fibrosis?,4,1,9.97557053156197
gpt-5-nano,Which genes are associated with cystic fibrosis?,5,1,9.34299692325294
gpt-5-nano,Which drugs are used to treat TNBC?,1,11,23.194849716499448
gpt-5-nano,Which drugs are used to treat TNBC?,2,11,23.389951245859265
gpt-5-nano,Which drugs are used to treat TNBC?,3,10,19.285583389922976
gpt-5-nano,Which drugs are used to treat TNBC?,4,10,23.115529965609312
gpt-5-nano,Which drugs are used to treat TNBC?,5,8,24.705677665770054
gpt-5-nano,Which diseases are treated with metformin?,1,1,14.304892187938094
gpt-5-nano,Which diseases are treated with metformin?,2,2,10.055289862677455
gpt-5-nano,Which diseases are treated with metformin?,3,2,14.162058839574456
gpt-5-nano,Which diseases are treated with metformin?,4,1,9.131695130839944
gpt-5-nano,Which diseases are treated with metformin?,5,2,14.936633279547095
gpt-5-nano,Which diseases are treated with adalimumab?,1,10,18.79846960864961
gpt-5-nano,Which diseases are treated with adalimumab?,2,9,15.778472322970629
gpt-5-nano,Which diseases are treated with adalimumab?,3,8,16.876074174419045
gpt-5-nano,Which diseases are treated with adalimumab?,4,9,15.882020574063063
gpt-5-nano,Which diseases are treated with adalimumab?,5,9,21.083630699664354
gpt-5-nano,For which diseases is pembrolizumab used?,1,8,25.79907830990851
gpt-5-nano,For which diseases is pembrolizumab used?,2,11,25.87296443991363
gpt-5-nano,For which diseases is pembrolizumab used?,3,9,25.31958437152207
gpt-5-nano,For which diseases is pembrolizumab used?,4,12,29.763820918276906
gpt-5-nano,For which diseases is pembrolizumab used?,5,10,26.70116848498583
gpt-5-nano,Which diseases are treated with sorafenib?,1,3,6.8362730629742146
gpt-5-nano,Which diseases are treated with sorafenib?,2,3,10.008008627220988
gpt-5-nano,Which diseases are treated with sorafenib?,3,3,9.35266213864088
gpt-5-nano,Which diseases are treated with sorafenib?,4,3,14.899158807471395
gpt-5-nano,Which diseases are treated with sorafenib?,5,3,8.072881903499365
gpt-5-nano,Which diseases are treated with nivolumab?,1,6,17.736897056922317
gpt-5-nano,Which diseases are treated with nivolumab?,2,7,18.727110723033547
gpt-5-nano,Which diseases are treated with nivolumab?,3,7,23.843811539933085
gpt-5-nano,Which diseases are treated with nivolumab?,4,7,23.719086468219757
gpt-5-nano,Which diseases are treated with nivolumab?,5,7,23.77407981455326
gpt-5-nano,Which genes are associated with multiple sclerosis?,1,4,16.282534539699554
gpt-5-nano,Which genes are associated with multiple sclerosis?,2,11,22.994647854939103
gpt-5-nano,Which genes are associated with multiple sclerosis?,3,1,19.711047822609544
gpt-5-nano,Which genes are associated with multiple sclerosis?,4,4,20.944009454920888
gpt-5-nano,Which genes are associated with multiple sclerosis?,5,4,17.7838580776006
gpt-5-nano,Which genes are associated with rheumatoid arthritis?,1,6,16.8427748773247
gpt-5-nano,Which genes are associated with rheumatoid arthritis?,2,5,18.384193988516927
gpt-5-nano,Which genes are associated with rheumatoid arthritis?,3,6,15.8804288264364
gpt-5-nano,Which genes are associated with rheumatoid arthritis?,4,7,17.542592249810696
gpt-5-nano,Which genes are associated with rheumatoid arthritis?,5,9,17.741122256964445
gpt-5-nano,What are the known targets of abatacept?,1,2,4.583131639286876
gpt-5-nano,What are the known targets of abatacept?,2,2,8.127800434827805
gpt-5-nano,What are the known targets of abatacept?,3,2,7.3972063716501
gpt-5-nano,What are the known targets of abatacept?,4,2,5.955208921805024
gpt-5-nano,What are the known targets of abatacept?,5,2,15.960970999673009
gpt-5-nano,Which genes are associated with lung cancer?,1,10,16.584134379401803
gpt-5-nano,Which genes are associated with lung cancer?,2,11,18.87531199119985
gpt-5-nano,Which genes are associated with lung cancer?,3,10,17.91338573768735
gpt-5-nano,Which genes are associated with lung cancer?,4,7,15.624582963064313
gpt-5-nano,Which genes are associated with lung cancer?,5,21,22.87074951454997
gpt-5-nano,What are the known targets of ponatinib?,1,12,17.401415705680847
gpt-5-nano,What are the known targets of ponatinib?,2,13,22.18201356381178
gpt-5-nano,What are the known targets of ponatinib?,3,16,22.12889276444912
gpt-5-nano,What are the known targets of ponatinib?,4,14,21.105630042031407
gpt-5-nano,What are the known targets of ponatinib?,5,14,19.90800851583481
gpt-5-nano,Which drugs are used to treat systemic lupus erythematosus?,1,9,19.101631494238973
gpt-5-nano,Which drugs are used to treat systemic lupus erythematosus?,2,8,21.729869736358523
gpt-5-nano,Which drugs are used to treat systemic lupus erythematosus?,3,7,17.953639732673764
gpt-5-nano,Which drugs are used to treat systemic lupus erythematosus?,4,10,25.60401525348425
gpt-5-nano,Which drugs are used to treat systemic lupus erythematosus?,5,9,23.06157160922885
gpt-5-nano,Which genes are associated with autism spectrum disorder?,1,18,23.97702630609274
gpt-5-nano,Which genes are associated with autism spectrum disorder?,2,17,24.935037672519684
gpt-5-nano,Which genes are associated with autism spectrum disorder?,3,14,23.56143467500806
gpt-5-nano,Which genes are associated with autism spectrum disorder?,4,14,19.91936213336885
gpt-5-nano,Which genes are associated with autism spectrum disorder?,5,11,23.003683915361762
gpt-5-nano,Which diseases are associated with the ROS1 gene?,1,3,17.67044086754322
gpt-5-nano,Which diseases are associated with the ROS1 gene?,2,2,13.42819519713521
gpt-5-nano,Which diseases are associated with the ROS1 gene?,3,4,15.79030079394579
gpt-5-nano,Which diseases are associated with the ROS1 gene?,4,2,14.869319939985871
gpt-5-nano,Which diseases are associated with the ROS1 gene?,5,2,11.908381162211299
gpt-5-nano,Which diseases are associated with the ALK gene?,1,4,14.825240639969707
gpt-5-nano,Which diseases are associated with the ALK gene?,2,4,16.793836560100317
gpt-5-nano,Which diseases are associated with the ALK gene?,3,4,17.393312508240342
gpt-5-nano,Which diseases are associated with the ALK gene?,4,4,14.547970591112971
gpt-5-nano,Which diseases are associated with the ALK gene?,5,5,18.641722651198506
gpt-5-nano,Which diseases are associated with the EGFR gene?,1,5,16.346532464027405
gpt-5-nano,Which diseases are associated with the EGFR gene?,2,5,18.992535699158907
gpt-5-nano,Which diseases are associated with the EGFR gene?,3,5,19.95143686234951
gpt-5-nano,Which diseases are associated with the EGFR gene?,4,3,17.49398390762508
gpt-5-nano,Which diseases are associated with the EGFR gene?,5,4,27.13934611529112
gpt-5-nano,Which genes are associated with psoriasis?,1,10,17.080612435936928
gpt-5-nano,Which genes are associated with psoriasis?,2,8,18.206905158236623
gpt-5-nano,Which genes are associated with psoriasis?,3,10,21.16462646611035
gpt-5-nano,Which genes are associated with psoriasis?,4,13,18.187481068074703
gpt-5-nano,Which genes are associated with psoriasis?,5,9,21.166225837543607
