gene_symbol,gene_full_name
GARS1,glycyl-tRNA synthetase 1
GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
GAS1,growth arrest specific 1
GAS2,growth arrest specific 2
GAS6,growth arrest specific 6
GAS8-AS1,GAS8 antisense RNA 1
GAST,gastrin
GATA2,GATA binding protein 2
GATA3,GATA binding protein 3
GATA4,GATA binding protein 4
GATA6,GATA binding protein 6
GATB,glutamyl-tRNA amidotransferase subunit B
GATM,glycine amidinotransferase
GBA1,glucosylceramidase beta 1
GBA2,glucosylceramidase beta 2
GBA3,glucosylceramidase beta 3 (gene/pseudogene)
GBE1,"1,4-alpha-glucan branching enzyme 1"
GBP1,guanylate binding protein 1
GBX1,gastrulation brain homeobox 1
GBX2,gastrulation brain homeobox 2
GC,GC vitamin D binding protein
GCA,grancalcin
GCAT,glycine C-acetyltransferase
GCDH,glutaryl-CoA dehydrogenase
GCG,glucagon
GCGR,glucagon receptor
GCH1,GTP cyclohydrolase 1
GCK,glucokinase
GCKR,glucokinase regulator
GCLC,glutamate-cysteine ligase catalytic subunit
GCLM,glutamate-cysteine ligase modifier subunit
GCNT1,glucosaminyl (N-acetyl) transferase 1
GCNT2,glucosaminyl (N-acetyl) transferase 2 (I blood group)
GCSH,glycine cleavage system protein H
GDA,guanine deaminase
GDF15,growth differentiation factor 15
GDF2,growth differentiation factor 2
GDF9,growth differentiation factor 9
GDI1,GDP dissociation inhibitor 1
GDI2,GDP dissociation inhibitor 2
GDNF,glial cell derived neurotrophic factor
GEM,GTP binding protein overexpressed in skeletal muscle
GET3,"guided entry of tail-anchored proteins factor 3, ATPase"
GFAP,glial fibrillary acidic protein
GFER,"growth factor, augmenter of liver regeneration"
GFPT1,glutamine--fructose-6-phosphate transaminase 1
GFPT2,glutamine--fructose-6-phosphate transaminase 2
GFRA2,GDNF family receptor alpha 2
GFUS,GDP-L-fucose synthase
GGACT,gamma-glutamylamine cyclotransferase
GGCT,gamma-glutamylcyclotransferase
GGCX,gamma-glutamyl carboxylase
GGH,gamma-glutamyl hydrolase
GGPS1,geranylgeranyl diphosphate synthase 1
GGT1,gamma-glutamyltransferase 1
GGT7,gamma-glutamyltransferase 7
GGTA1,glycoprotein alpha-galactosyltransferase 1 (inactive)
GHRH,growth hormone releasing hormone
GHRHR,growth hormone releasing hormone receptor
GHRL,ghrelin and obestatin prepropeptide
GHSR,growth hormone secretagogue receptor
GIGYF2,GRB10 interacting GYF protein 2
GIP,gastric inhibitory polypeptide
GIPR,gastric inhibitory polypeptide receptor
GJA1,gap junction protein alpha 1
GJA10,gap junction protein alpha 10
GJA3,gap junction protein alpha 3
GJA4,gap junction protein alpha 4
GJA5,gap junction protein alpha 5
GJA8,gap junction protein alpha 8
GJA9,gap junction protein alpha 9
GJB1,gap junction protein beta 1
GJB2,gap junction protein beta 2
GJB3,gap junction protein beta 3
GJB4,gap junction protein beta 4
GJB5,gap junction protein beta 5
GJB6,gap junction protein beta 6
GJB7,gap junction protein beta 7
GJC1,gap junction protein gamma 1
GJC2,gap junction protein gamma 2
GJC3,gap junction protein gamma 3
GJD2,gap junction protein delta 2
GJD3,gap junction protein delta 3
GJD4,gap junction protein delta 4
GJE1,gap junction protein epsilon 1
GK,glycerol kinase
GK2,glycerol kinase 2
GLA,galactosidase alpha
GLB1,galactosidase beta 1
GLCCI1,glucocorticoid induced 1
GLDC,glycine decarboxylase
GLE1,GLE1 RNA export mediator
GLG1,golgi glycoprotein 1
GLI1,GLI family zinc finger 1
GLI3,GLI family zinc finger 3
GLI4,GLI family zinc finger 4
GLIPR2,GLI pathogenesis related 2
GLO1,glyoxalase I
GLP1R,glucagon like peptide 1 receptor
GLP2R,glucagon like peptide 2 receptor
GLRA1,glycine receptor alpha 1
GLRA2,glycine receptor alpha 2
GLRA3,glycine receptor alpha 3
GLRB,glycine receptor beta
GLRX,glutaredoxin
GLRX2,glutaredoxin 2
GLS,glutaminase
GLS2,glutaminase 2
GLT6D1,glycosyltransferase 6 domain containing 1
GLTP,glycolipid transfer protein
GLUD1,glutamate dehydrogenase 1
GLUD1P3,glutamate dehydrogenase 1 pseudogene 3
GLUD2,glutamate dehydrogenase 2
GLUL,glutamate-ammonia ligase
GLYAT,glycine-N-acyltransferase
GLYATL1,glycine-N-acyltransferase like 1
GLYATL2,glycine-N-acyltransferase like 2
GM2A,ganglioside GM2 activator
GMDS,"GDP-mannose 4,6-dehydratase"
GMNN,geminin DNA replication inhibitor
GMPR,guanosine monophosphate reductase
GMPS,guanosine monophosphate synthase
GNA11,G protein subunit alpha 11
GNA12,G protein subunit alpha 12
GNA13,G protein subunit alpha 13
GNAI1,G protein subunit alpha i1
GNAI2,G protein subunit alpha i2
GNAI3,G protein subunit alpha i3
GNAO1,G protein subunit alpha o1
GNAQ,G protein subunit alpha q
GNAS,GNAS complex locus
GNAT1,G protein subunit alpha transducin 1
GNB3,G protein subunit beta 3
GNG10,G protein subunit gamma 10
GNG11,G protein subunit gamma 11
GNG2,G protein subunit gamma 2
GNG7,G protein subunit gamma 7
GNGT1,G protein subunit gamma transducin 1
GNL1,G protein nucleolar 1
GNL3,G protein nucleolar 3
GNLY,granulysin
GNMT,glycine N-methyltransferase
GNPAT,glyceronephosphate O-acyltransferase
GNPDA1,glucosamine-6-phosphate deaminase 1
GNRH1,gonadotropin releasing hormone 1
GNRHR,gonadotropin releasing hormone receptor
GNRHR2,gonadotropin releasing hormone receptor 2 (pseudogene)
GOLGA1,golgin A1
GOLGA2,golgin A2
GOLGA3,golgin A3
GOPC,golgi associated PDZ and coiled-coil motif containing
GOT1,glutamic-oxaloacetic transaminase 1
GOT2,glutamic-oxaloacetic transaminase 2
GP1BA,glycoprotein Ib platelet subunit alpha
GP2,glycoprotein 2
GP6,glycoprotein VI platelet
GP9,glycoprotein IX platelet
GPBAR1,G protein-coupled bile acid receptor 1
GPC3,glypican 3
GPC4,glypican 4
GPC5,glypican 5
GPCPD1,glycerophosphocholine phosphodiesterase 1
GPD1,glycerol-3-phosphate dehydrogenase 1
GPD2,glycerol-3-phosphate dehydrogenase 2
GPER1,G protein-coupled estrogen receptor 1
GPHN,gephyrin
GPI,glucose-6-phosphate isomerase
GPLD1,glycosylphosphatidylinositol specific phospholipase D1
GPM6A,glycoprotein M6A
GPM6B,glycoprotein M6B
GPR119,G protein-coupled receptor 119
GPR12,G protein-coupled receptor 12
GPR132,G protein-coupled receptor 132
GPR139,G protein-coupled receptor 139
GPR142,G protein-coupled receptor 142
GPR143,G protein-coupled receptor 143
GPR15,G protein-coupled receptor 15
GPR17,G protein-coupled receptor 17
GPR174,G protein-coupled receptor 174
GPR18,G protein-coupled receptor 18
GPR183,G protein-coupled receptor 183
GPR19,G protein-coupled receptor 19
GPR20,G protein-coupled receptor 20
GPR21,G protein-coupled receptor 21
GPR22,G protein-coupled receptor 22
GPR27,G protein-coupled receptor 27
GPR3,G protein-coupled receptor 3
GPR31,G protein-coupled receptor 31
GPR32,G protein-coupled receptor 32
GPR34,G protein-coupled receptor 34
GPR35,G protein-coupled receptor 35
GPR37,G protein-coupled receptor 37
GPR37L1,G protein-coupled receptor 37 like 1
GPR39,G protein-coupled receptor 39
GPR4,G protein-coupled receptor 4
GPR42,G protein-coupled receptor 42
GPR52,G protein-coupled receptor 52
GPR55,G protein-coupled receptor 55
GPR6,G protein-coupled receptor 6
GPR61,G protein-coupled receptor 61
GPR63,G protein-coupled receptor 63
GPR68,G protein-coupled receptor 68
GPR83,G protein-coupled receptor 83
GPR84,G protein-coupled receptor 84
GPR87,G protein-coupled receptor 87
GPR88,G protein-coupled receptor 88
GPRC5A,G protein-coupled receptor class C group 5 member A
GPRC6A,G protein-coupled receptor class C group 6 member A
GPS1,G protein pathway suppressor 1
GPS2,G protein pathway suppressor 2
GPT,glutamic--pyruvic transaminase
GPT2,glutamic--pyruvic transaminase 2
GPX1,glutathione peroxidase 1
GPX2,glutathione peroxidase 2
GPX3,glutathione peroxidase 3
GPX4,glutathione peroxidase 4
GPX5,glutathione peroxidase 5
GPX6,glutathione peroxidase 6
GPX7,glutathione peroxidase 7
GPX8,glutathione peroxidase 8 (putative)
GRAMD1B,GRAM domain containing 1B
GRB10,growth factor receptor bound protein 10
GRB14,growth factor receptor bound protein 14
GRB2,growth factor receptor bound protein 2
GRB7,growth factor receptor bound protein 7
GREM2,"gremlin 2, DAN family BMP antagonist"
GRIA1,glutamate ionotropic receptor AMPA type subunit 1
GRIA2,glutamate ionotropic receptor AMPA type subunit 2
GRIA3,glutamate ionotropic receptor AMPA type subunit 3
GRIA4,glutamate ionotropic receptor AMPA type subunit 4
GRID1,glutamate ionotropic receptor delta type subunit 1
GRID2,glutamate ionotropic receptor delta type subunit 2
GRIK1,glutamate ionotropic receptor kainate type subunit 1
GRIK2,glutamate ionotropic receptor kainate type subunit 2
GRIK3,glutamate ionotropic receptor kainate type subunit 3
GRIK4,glutamate ionotropic receptor kainate type subunit 4
GRIK5,glutamate ionotropic receptor kainate type subunit 5
GRIN1,glutamate ionotropic receptor NMDA type subunit 1
GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A
GRIN2B,glutamate ionotropic receptor NMDA type subunit 2B
GRIN2C,glutamate ionotropic receptor NMDA type subunit 2C
GRIN2D,glutamate ionotropic receptor NMDA type subunit 2D
GRIN3A,glutamate ionotropic receptor NMDA type subunit 3A
GRIN3B,glutamate ionotropic receptor NMDA type subunit 3B
GRINA,glutamate ionotropic receptor NMDA type subunit associated protein 1
GRK1,G protein-coupled receptor kinase 1
GRK2,G protein-coupled receptor kinase 2
GRK3,G protein-coupled receptor kinase 3
GRK4,G protein-coupled receptor kinase 4
GRK5,G protein-coupled receptor kinase 5
GRK6,G protein-coupled receptor kinase 6
GRK7,G protein-coupled receptor kinase 7
GRM1,glutamate metabotropic receptor 1
GRM2,glutamate metabotropic receptor 2
GRM3,glutamate metabotropic receptor 3
GRM4,glutamate metabotropic receptor 4
GRM5,glutamate metabotropic receptor 5
GRM6,glutamate metabotropic receptor 6
GRM7,glutamate metabotropic receptor 7
GRM8,glutamate metabotropic receptor 8
GRP,gastrin releasing peptide
GRPR,gastrin releasing peptide receptor
GSAP,gamma-secretase activating protein
GSDMD,gasdermin D
GSK3A,glycogen synthase kinase 3 alpha
GSK3B,glycogen synthase kinase 3 beta
GSKIP,GSK3B interacting protein
GSN,gelsolin
GSPT1,G1 to S phase transition 1
GSPT2,G1 to S phase transition 2
GSR,glutathione-disulfide reductase
GSS,glutathione synthetase
GSTA1,glutathione S-transferase alpha 1
GSTA2,glutathione S-transferase alpha 2
GSTA3,glutathione S-transferase alpha 3
GSTA4,glutathione S-transferase alpha 4
GSTA5,glutathione S-transferase alpha 5
GSTK1,glutathione S-transferase kappa 1
GSTM1,glutathione S-transferase mu 1
GSTM2,glutathione S-transferase mu 2
GSTM3,glutathione S-transferase mu 3
GSTM4,glutathione S-transferase mu 4
GSTM5,glutathione S-transferase mu 5
GSTO1,glutathione S-transferase omega 1
GSTO2,glutathione S-transferase omega 2
GSTP1,glutathione S-transferase pi 1
GSTT1,glutathione S-transferase theta 1
GSTT2,glutathione S-transferase theta 2 (gene/pseudogene)
GSTT2B,glutathione S-transferase theta 2B
GSTZ1,glutathione S-transferase zeta 1
GTF2A1,general transcription factor IIA subunit 1
GTF2B,general transcription factor IIB
GTF2H1,general transcription factor IIH subunit 1
GTF3C2,general transcription factor IIIC subunit 2
GTPBP4,GTP binding protein 4
GUCA1A,guanylate cyclase activator 1A
GUCA2A,guanylate cyclase activator 2A
GUCA2B,guanylate cyclase activator 2B
GUCY1A1,guanylate cyclase 1 soluble subunit alpha 1
GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2
GUCY1B1,guanylate cyclase 1 soluble subunit beta 1
GUCY1B2,guanylate cyclase 1 soluble subunit beta 2 (pseudogene)
GUCY2C,guanylate cyclase 2C
GUK1,guanylate kinase 1
GUSB,glucuronidase beta
GYG1,glycogenin 1
GYPA,glycophorin A (MNS blood group)
GYPB,glycophorin B (MNS blood group)
GYPE,glycophorin E (MNS blood group)
GYS1,glycogen synthase 1
GYS2,glycogen synthase 2
GZMA,granzyme A
GZMB,granzyme B
GZMH,granzyme H
GZMK,granzyme K
GZMM,granzyme M
H1-0,H1.0 linker histone
H1-1,"H1.1 linker histone, cluster member"
H1-2,"H1.2 linker histone, cluster member"
H1-3,"H1.3 linker histone, cluster member"
H1-4,"H1.4 linker histone, cluster member"
H2AC25,H2A clustered histone 25
H2AX,H2A.X variant histone
H2AZ1,H2A.Z variant histone 1
H2BC4,H2B clustered histone 4
H3-3A,H3.3 histone A
H4C16,H4 histone 16
H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
HAAO,"3-hydroxyanthranilate 3,4-dioxygenase"
HABP2,hyaluronan binding protein 2
HABP4,hyaluronan binding protein 4
HADH,hydroxyacyl-CoA dehydrogenase
HADHA,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
HADHB,hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
HAGH,hydroxyacylglutathione hydrolase
HAL,histidine ammonia-lyase
HAMP,hepcidin antimicrobial peptide
HAO1,hydroxyacid oxidase 1
HAO2,hydroxyacid oxidase 2
HAPLN1,hyaluronan and proteoglycan link protein 1
HAPLN3,hyaluronan and proteoglycan link protein 3
HARS1,histidyl-tRNA synthetase 1
HAS3,hyaluronan synthase 3
HASPIN,histone H3 associated protein kinase
HAVCR2,hepatitis A virus cellular receptor 2
HBA1,hemoglobin subunit alpha 1
HBB,hemoglobin subunit beta
HBEGF,heparin binding EGF like growth factor
HBG2,hemoglobin subunit gamma 2
HCAR1,hydroxycarboxylic acid receptor 1
HCAR2,hydroxycarboxylic acid receptor 2
HCAR3,hydroxycarboxylic acid receptor 3
HCG22,HLA complex group 22
HCK,"HCK proto-oncogene, Src family tyrosine kinase"
HCN1,hyperpolarization activated cyclic nucleotide gated potassium channel 1
HCN2,hyperpolarization activated cyclic nucleotide gated potassium and sodium channel 2
HCN3,hyperpolarization activated cyclic nucleotide gated potassium channel 3
HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4
HCP5,HLA complex P5
HCRT,hypocretin neuropeptide precursor
HCRTR1,hypocretin receptor 1
HCRTR2,hypocretin receptor 2
HDAC1,histone deacetylase 1
HDAC10,histone deacetylase 10
HDAC11,histone deacetylase 11
HDAC2,histone deacetylase 2
HDAC3,histone deacetylase 3
HDAC4,histone deacetylase 4
HDAC5,histone deacetylase 5
HDAC6,histone deacetylase 6
HDAC7,histone deacetylase 7
HDAC8,histone deacetylase 8
HDAC9,histone deacetylase 9
HDC,histidine decarboxylase
HDGF,heparin binding growth factor
HELLS,"helicase, lymphoid specific"
HEPH,hephaestin
HEPHL1,hephaestin like 1
HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2
HES1,hes family bHLH transcription factor 1
HEXA,hexosaminidase subunit alpha
HEXB,hexosaminidase subunit beta
HFE,homeostatic iron regulator
HGF,hepatocyte growth factor
HGFAC,HGF activator
HGS,hepatocyte growth factor-regulated tyrosine kinase substrate
HHAT,hedgehog acyltransferase
HIBADH,3-hydroxyisobutyrate dehydrogenase
HIBCH,3-hydroxyisobutyryl-CoA hydrolase
HIF1A,hypoxia inducible factor 1 subunit alpha
HIF1AN,hypoxia inducible factor 1 subunit alpha inhibitor
HINT1,histidine triad nucleotide binding protein 1
HIP1,huntingtin interacting protein 1
HIPK1,homeodomain interacting protein kinase 1
HIPK2,homeodomain interacting protein kinase 2
HIPK3,homeodomain interacting protein kinase 3
HIPK4,homeodomain interacting protein kinase 4
HIVEP1,HIVEP zinc finger 1
HIVEP2,HIVEP zinc finger 2
HK1,hexokinase 1
HK2,hexokinase 2
HK3,hexokinase 3
HKDC1,hexokinase domain containing 1
HLA-A,"major histocompatibility complex, class I, A"
HLA-B,"major histocompatibility complex, class I, B"
HLA-C,"major histocompatibility complex, class I, C"
HLA-DMA,"major histocompatibility complex, class II, DM alpha"
HLA-DMB,"major histocompatibility complex, class II, DM beta"
HLA-DPA1,"major histocompatibility complex, class II, DP alpha 1"
HLA-DPB1,"major histocompatibility complex, class II, DP beta 1"
HLA-DPB2,"major histocompatibility complex, class II, DP beta 2 (pseudogene)"
HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1"
HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1"
HLA-DRA,"major histocompatibility complex, class II, DR alpha"
HLA-DRB1,"major histocompatibility complex, class II, DR beta 1"
HLA-DRB3,"major histocompatibility complex, class II, DR beta 3"
HLA-DRB5,"major histocompatibility complex, class II, DR beta 5"
HLA-DRB6,"major histocompatibility complex, class II, DR beta 6 (pseudogene)"
HLA-E,"major histocompatibility complex, class I, E"
HLA-F,"major histocompatibility complex, class I, F"
HLA-G,"major histocompatibility complex, class I, G"
HLCS,holocarboxylase synthetase
HM13,histocompatibility minor 13
HMBS,hydroxymethylbilane synthase
HMGB1,high mobility group box 1
HMGB2,high mobility group box 2
HMGCL,3-hydroxy-3-methylglutaryl-CoA lyase
HMGCR,3-hydroxy-3-methylglutaryl-CoA reductase
HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1
HMGCS2,3-hydroxy-3-methylglutaryl-CoA synthase 2
HMMR,hyaluronan mediated motility receptor
HMOX1,heme oxygenase 1
HMOX2,heme oxygenase 2
HNF1A,HNF1 homeobox A
HNF1B,HNF1 homeobox B
HNF4A,hepatocyte nuclear factor 4 alpha
HNF4G,hepatocyte nuclear factor 4 gamma
HNMT,histamine N-methyltransferase
HNRNPA1,heterogeneous nuclear ribonucleoprotein A1
HNRNPA2B1,heterogeneous nuclear ribonucleoprotein A2/B1
HNRNPC,heterogeneous nuclear ribonucleoprotein C
HNRNPD,heterogeneous nuclear ribonucleoprotein D
HNRNPF,heterogeneous nuclear ribonucleoprotein F
HNRNPH1,heterogeneous nuclear ribonucleoprotein H1
HNRNPH2,heterogeneous nuclear ribonucleoprotein H2
HNRNPH3,heterogeneous nuclear ribonucleoprotein H3
HNRNPK,heterogeneous nuclear ribonucleoprotein K
HNRNPL,heterogeneous nuclear ribonucleoprotein L
HOGA1,4-hydroxy-2-oxoglutarate aldolase 1
HOMER1,homer scaffold protein 1
HOXA10,homeobox A10
HOXA11,homeobox A11
HOXA13,homeobox A13
HOXA3,homeobox A3
HOXA4,homeobox A4
HOXA5,homeobox A5
HOXA6,homeobox A6
HOXB1,homeobox B1
HOXB2,homeobox B2
HOXB3,homeobox B3
HOXB4,homeobox B4
HOXB5,homeobox B5
HOXB6,homeobox B6
HOXC12,homeobox C12
HOXC13,homeobox C13
HOXC4,homeobox C4
HOXC5,homeobox C5
HOXC6,homeobox C6
HOXC8,homeobox C8
HOXD1,homeobox D1
HOXD10,homeobox D10
HOXD11,homeobox D11
HOXD13,homeobox D13
HOXD3,homeobox D3
HOXD8,homeobox D8
HOXD9,homeobox D9
HP,haptoglobin
HP1BP3,heterochromatin protein 1 binding protein 3
HPCA,hippocalcin
HPCAL1,hippocalcin like 1
HPD,4-hydroxyphenylpyruvate dioxygenase
HPGD,15-hydroxyprostaglandin dehydrogenase
HPGDS,hematopoietic prostaglandin D synthase
HPN,hepsin
HPR,haptoglobin-related protein
HPRT1,hypoxanthine phosphoribosyltransferase 1
HPSE,heparanase
